"","typeH","typeN"
"AB210004","2.67238823543223e-16","2.44129184436779e-16"
"AB210005","9.63320402880891e-14","1.11441867705852e-13"
"AB210019","1.86580131491605e-20","8.73665726360701e-21"
"AB210027","1.10034274874801e-12","3.92861755811949e-12"
"AB210040","9.28505170795571e-11","2.51640563173064e-10"
"AB210041","1.03806153984198e-12","2.8588688006522e-13"
"AB210045","1.13292157988074e-16","1.32833332942722e-16"
"AB212048","7.99139156638203e-18","8.52130441309367e-18"
"AB219764","1.06539670712097e-15","7.6583188967927e-16"
"AB231715","5.8283489272441e-11","3.66731215194533e-11"
"AB231740","4.86841733447281e-14","5.46394234129087e-14"
"AB231745","7.18449641019969e-15","1.20044077000023e-14"
"AB231747","3.31965155669673e-15","5.63784291567645e-15"
"AB231748","1.92318547076442e-13","2.44282884687832e-13"
"AB231766","4.72347445374769e-15","3.36955713992169e-15"
"AB235153","3.40120839545787e-16","5.72024843656224e-16"
"AF000424","2.96568791092379e-16","1.62307515558275e-16"
"AF000425","6.22260540492805e-16","2.94426382015358e-16"
"AF001542","1.26828634985728e-14","2.94618476014066e-14"
"AF001903","4.34334338467826e-20","2.53686802678662e-20"
"AF001947","8.57363675725367e-22","1.65714162781552e-21"
"AF002256","4.85837675713145e-14","4.49766410362104e-14"
"AF002672","1.25939441753746e-17","6.14161803441886e-18"
"AF004230","3.19961763464083e-13","9.07226037275511e-13"
"AF004427","2.92289039300809e-18","8.81175211974499e-19"
"AF004711","5.47873262702376e-15","1.04439730372851e-14"
"AF005482","3.23392052262504e-23","2.91766579250291e-23"
"AF005632","2.23261954558117e-16","2.63527010478283e-16"
"AF006516","9.43753968628314e-15","1.92460999362449e-14"
"AF007170","4.32816138086343e-11","9.38507388412585e-10"
"AF009039","1.06624938956834e-13","4.60777061052361e-14"
"AF009221","5.85796420745845e-14","1.19695711484298e-14"
"AF009616","5.12240150285332e-20","2.24280872788344e-20"
"AF009641","6.37807648015283e-16","2.72663216838666e-16"
"AF010447","1.88092067618956e-14","2.15965842470463e-14"
"AF011390","1.67460822102428e-13","1.6106225693465e-14"
"AF011406","2.43986193744344e-17","4.85193573702509e-17"
"AF011794","5.97873267914866e-16","3.10804232464275e-16"
"AF014794","2.69343695488399e-13","5.28076713393164e-14"
"AF014924","5.34853911406191e-15","9.91431943816351e-16"
"AF015185","3.08413869280476e-18","2.32617156874988e-18"
"AF015524","2.95311921391939e-14","3.33758347448455e-14"
"AF015598","3.40535463576324e-20","5.77395583729353e-20"
"AF015730","2.80742522190126e-14","2.33150382177241e-14"
"AF016535","1.89188862453909e-18","2.10055906835362e-18"
"AF017633","3.37373870521562e-19","5.07669733931317e-19"
"AF017635","3.00743462605269e-11","2.41455002987552e-10"
"AF019381","6.48420719881755e-15","1.39075948233997e-14"
"AF020340","3.72100827415541e-11","9.04635050199872e-12"
"AF020544","1.04532247274736e-19","9.86338365725235e-20"
"AF023259","1.11587157633654e-13","2.10535720994876e-14"
"AF023266","1.41168735626397e-23","1.72681816020249e-23"
"AF023450","1.1199291669216e-12","6.63138423191671e-13"
"AF023466","2.06253962992594e-10","2.17076392191276e-11"
"AF023612","2.90080349110604e-17","5.04895845299918e-17"
"AF025531","1.69221337830973e-16","4.28206905523638e-17"
"AF026219","8.40272051917522e-21","2.85298944843869e-21"
"AF026445","1.76054028167406e-15","2.28833233119869e-15"
"AF027169","1.85538618410203e-13","1.63759703048649e-13"
"AF027406","3.79926714701232e-16","3.81625731058401e-16"
"AF027515","1.7212919441593e-21","7.66411681927028e-22"
"AF028785","1.18541178405803e-12","3.43169638331064e-12"
"AF028825","2.85884365151099e-13","1.81488333624239e-13"
"AF029899","7.17410904686621e-15","1.30741006774719e-14"
"AF031136","5.73201146543119e-18","8.86644386984965e-18"
"AF031469","6.20111844526825e-17","6.99254294259172e-17"
"AF031549","9.97934155286092e-15","1.77261847492177e-14"
"AF032105","6.47573972214153e-22","5.2911824265459e-22"
"AF032906","5.17797128925586e-17","3.25204672965301e-17"
"AF033861","9.17216517711389e-19","1.66412736004832e-18"
"AF034198","4.88549616676685e-09","3.69393575352448e-08"
"AF034373","5.97346409010426e-20","7.67682154277359e-20"
"AF034374","2.74752267056594e-18","1.56538717884589e-18"
"AF035582","1.05582699166896e-15","1.62509193686047e-15"
"AF035947","3.06492796087429e-15","7.51731923144186e-16"
"AF036270","7.65952613606358e-16","5.64241766732022e-16"
"AF036892","1.03972756861148e-14","4.69944972884019e-15"
"AF037626","2.31787538292238e-15","1.10483101129161e-15"
"AF038602","4.96868854924872e-18","6.35804646484574e-18"
"AF039217","3.49952136469013e-19","1.99372052377269e-19"
"AF039390","6.27644534658049e-14","6.31692473331132e-14"
"AF039692","9.3432215334685e-19","2.35671680957176e-18"
"AF039693","8.62472630494357e-20","2.46064873531764e-19"
"AF039699","3.71124231599177e-11","3.52821220112136e-11"
"AF040260","3.7211029118556e-20","6.0091825366232e-20"
"AF041336","3.6392909602676e-19","2.07334862484595e-19"
"AF042080","1.31412253634356e-08","5.13909603555125e-10"
"AF045583","1.46900139231754e-13","1.63045568047551e-13"
"AF046024","4.18715860354178e-17","2.42809829632772e-17"
"AF049090","4.43479616798917e-16","2.10867739685617e-16"
"AF049227","5.87110907126888e-22","5.60717386143615e-22"
"AF049884","2.8568896314715e-20","1.24204795275321e-20"
"AF050145","9.77688092574782e-18","2.57875044389488e-18"
"AF051852","4.54310910347543e-16","2.89157669711369e-17"
"AF052059","3.26729823787186e-21","2.67404353246932e-21"
"AF052110","4.04303120896109e-16","1.43094745878762e-16"
"AF054176","1.27294540920049e-13","2.81130530378606e-14"
"AF054505","1.45793032776035e-17","1.18175652400367e-17"
"AF054506","8.75331325609142e-18","8.79882628602295e-18"
"AF054589","3.02648686110025e-12","1.08573946971426e-12"
"AF054816","8.64346922172811e-13","4.02831872224732e-13"
"AF054818","8.22468468122256e-13","8.20619140106406e-13"
"AF056320","2.42486725316073e-15","7.68287379730967e-16"
"AF057169","4.3808886759681e-16","1.8994008467844e-16"
"AF057170","6.79949012220776e-15","4.06769880049853e-15"
"AF057569","2.06014284349946e-22","2.28687479820654e-22"
"AF060152","3.5692844515476e-11","8.43995604771577e-12"
"AF061241","6.70389119291746e-13","1.62499849251576e-13"
"AF061261","9.64955960284256e-12","3.88589440637095e-13"
"AF062085","2.2325082445144e-15","1.18919862944809e-15"
"AF063002","1.24009497341639e-14","7.54725740538914e-16"
"AF063601","8.68148942171725e-15","6.3733574829612e-15"
"AF063603","6.96867572622914e-19","5.54249112107649e-19"
"AF063823","9.17164652081448e-15","5.35848227134091e-15"
"AF063824","1.07354824475133e-15","1.03846709812521e-15"
"AF064484","1.69351842243932e-12","2.22920023107194e-12"
"AF064493","6.29233657702472e-14","1.10783343534166e-14"
"AF064599","4.32518873308108e-18","8.30886667392446e-18"
"AF064605","8.98870324674698e-22","9.93452745598592e-22"
"AF064770","9.99089362692199e-16","1.45185690756939e-15"
"AF064771","5.6785963109206e-16","8.68160802191188e-16"
"AF064819","2.36696494613109e-13","3.16282861192903e-13"
"AF064842","4.30833810990825e-13","3.90298036753727e-13"
"AF067802","3.88953327637145e-20","6.69539957256483e-20"
"AF068181","2.55493496748827e-20","7.81254158283815e-21"
"AF068286","4.43692359415296e-16","5.31237080450494e-16"
"AF068846","2.36334213317213e-23","4.18049348278436e-23"
"AF069054","9.25428906189965e-14","1.38628569877138e-13"
"AF069250","1.90331989443013e-17","2.95873900979004e-17"
"AF070658","1.61261131506819e-18","7.70130134919534e-19"
"AF071111","1.88036427648966e-16","2.15445004106907e-16"
"AF071476","5.21533391937453e-15","4.19615209690034e-15"
"AF071798","1.46245315262805e-15","2.91409475329304e-16"
"AF071884","1.11412496739932e-15","7.87090141680181e-16"
"AF072164","7.37848778168944e-16","1.07691845140208e-15"
"AF072814","5.66023412994454e-21","9.77358195087698e-21"
"AF072902","5.53344247191381e-24","4.39964193903511e-24"
"AF073727","1.18647497952433e-20","7.92964380344889e-21"
"AF074087","1.7426466885063e-14","8.40530417325681e-15"
"AF074480","7.8492385168298e-12","1.36133170930981e-11"
"AF075587","9.81678814136206e-17","5.04386861577526e-17"
"AF077199","1.55045377477142e-13","1.09277847784976e-13"
"AF077964","7.86918155622695e-21","1.33883107667768e-20"
"AF077969","8.90542650987119e-22","1.53828346651571e-21"
"AF078550","3.91680327773514e-13","8.2356141089871e-14"
"AF078843","2.76887149778358e-17","1.32157947566818e-17"
"AF078867","2.7973998145335e-18","1.67954650745114e-18"
"AF079529","3.44906554676925e-11","7.20914304147335e-12"
"AF084530","3.00333406477072e-20","4.04943191010853e-20"
"AF085359","3.87997001030566e-17","4.10268785051409e-17"
"AF086451","1.75636972268797e-14","3.45435819770681e-14"
"AF086629","4.48929377380651e-20","2.86556904804049e-20"
"AF086908","2.41488158134672e-18","4.24356033878913e-18"
"AF087853","1.38248991907745e-12","1.34673494870713e-13"
"AF087872","9.81318506877527e-20","1.01882321946786e-20"
"AF087890","2.32359762761028e-16","1.03257664992967e-16"
"AF087940","4.70349016949386e-16","1.5679037160106e-16"
"AF089841","1.24991303070924e-09","8.60345058027619e-09"
"AF090116","6.42079882930481e-15","6.25828379569607e-15"
"AF090423","3.58138844308339e-19","3.5987359253316e-19"
"AF090693","1.05251394487495e-11","2.01835829630706e-11"
"AF090884","2.43343742534575e-15","3.82736298124531e-15"
"AF090890","1.00634364969804e-14","1.71896910092813e-14"
"AF090898","1.23388751291975e-15","9.81986081867502e-16"
"AF090899","2.12964195496653e-16","2.59606246301274e-16"
"AF090903","8.31209339962703e-12","1.04052272518734e-11"
"AF090905","2.13984696563818e-13","4.94542497538776e-14"
"AF090907","3.11312223283967e-18","4.14314180550534e-18"
"AF090908","1.01000387714878e-13","1.53910341255396e-13"
"AF090909","5.66808817109872e-15","1.04009441899111e-14"
"AF090919","6.65761112214657e-13","1.74554525478645e-11"
"AF090921","9.23458651443708e-12","1.7523713883575e-11"
"AF090926","2.27319897036982e-14","2.01424241759525e-14"
"AF090927","2.38973213465848e-17","6.24523147909328e-17"
"AF090928","2.03692310427052e-17","2.14414789404754e-17"
"AF090930","1.12395179273123e-14","5.9518977032528e-15"
"AF090933","7.32735581082226e-13","1.36092102481011e-12"
"AF090934","3.36586011514552e-13","8.62963685346475e-14"
"AF090937","6.56306357087748e-14","4.77794755823611e-15"
"AF090938","7.03698009689714e-13","2.18952161651892e-13"
"AF090940","1.47757149350254e-16","2.0569621762734e-16"
"AF090941","1.52355297971518e-15","2.00643782610827e-15"
"AF091073","7.51665468996028e-20","2.08967217638382e-19"
"AF091395","2.35443200862958e-16","3.402790626232e-16"
"AF092511","1.21228744120192e-12","7.31786692929684e-14"
"AF092844","1.17131861549729e-15","1.51255742520073e-15"
"AF093825","1.13285145099994e-16","1.2640204305962e-16"
"AF095736","2.06386490244408e-14","2.60382260599716e-15"
"AF095737","4.05681236135219e-14","5.99983897975944e-15"
"AF095771","1.35319180313886e-14","6.7825003212098e-15"
"AF096300","8.27156457129537e-22","1.09885736389427e-21"
"AF096304","7.73938407973117e-18","8.40406814253118e-18"
"AF097431","3.21817142479384e-20","4.13866803209905e-20"
"AF097493","4.4765139221726e-15","2.20469730489205e-14"
"AF099740","1.27174631839043e-14","9.3600042273515e-15"
"AF100541","3.6400286116597e-12","4.15974279114416e-12"
"AF101728","1.0483240898826e-14","1.23734627806706e-14"
"AF104266","7.37190557291127e-18","2.13355278927549e-18"
"AF104304","2.47371950804712e-16","3.7020265703745e-16"
"AF105151","1.49513993140332e-16","2.62722383771276e-16"
"AF105278","1.74492560923913e-23","2.37645733191082e-23"
"AF106685","1.99350753983244e-11","1.38873941626446e-10"
"AF106911","4.46769638028407e-09","7.03519108002027e-11"
"AF107493","9.62017296229197e-13","1.58601754987694e-12"
"AF107619","2.80664267326881e-15","2.88713830158235e-15"
"AF109190","1.62779117103583e-15","8.40354093741197e-16"
"AF109294","2.65497190813514e-16","2.74799002341135e-16"
"AF109355","1.23892362433957e-22","2.12782510762713e-22"
"AF109733","3.81938069849287e-20","7.7042039229979e-20"
"AF111113","4.5253978053624e-16","2.66816287711502e-15"
"AF111344","1.68041133177126e-13","3.71260488999447e-14"
"AF111708","7.02422181784254e-22","2.76112862127833e-21"
"AF111804","1.94187325912635e-15","7.03979059530063e-16"
"AF111848","2.40664237290826e-14","3.42514650295646e-14"
"AF111851","1.59764213475575e-13","1.22129751040418e-13"
"AF112221","1.04927212802826e-16","5.46860666790325e-17"
"AF113009","9.32759521954517e-12","7.64641298259417e-13"
"AF113010","4.50452228657492e-15","4.61092760129387e-15"
"AF113012","2.10746753047144e-14","1.02003511415934e-14"
"AF113013","1.87807378839926e-15","9.3324624496207e-16"
"AF113673","6.63605634746282e-14","1.84959051849222e-13"
"AF113687","4.57755665955306e-14","3.9258142719519e-14"
"AF113698","3.19103405869691e-14","4.96934821202685e-14"
"AF114165","1.13930802266599e-16","2.14594643751742e-17"
"AF114264","8.01744133145497e-17","7.61165281136907e-17"
"AF114817","2.52216472840306e-16","4.5042332869109e-16"
"AF115265","5.55433578094567e-17","3.68458322582641e-17"
"AF115266","2.4191126378057e-15","2.99284953613951e-15"
"AF116273","2.78086881736813e-23","2.74912789150991e-23"
"AF116508","1.87928106937177e-12","5.02927855175195e-12"
"AF116545","4.1377694625797e-20","1.32433565911297e-20"
"AF116601","2.26228153094286e-14","1.55724376232912e-14"
"AF116603","4.04941359598494e-16","3.27721343786041e-16"
"AF116605","2.77197609751238e-12","1.83710999674908e-12"
"AF116611","2.65428172885228e-17","2.39423572672752e-17"
"AF116614","2.05623733962014e-24","2.34875504180087e-24"
"AF116619","2.19730625335466e-14","5.33084393564746e-14"
"AF116626","5.00450376222953e-13","3.00487154858757e-13"
"AF116629","3.82826376013251e-15","1.12154364644407e-14"
"AF116641","3.2315354711858e-14","1.87339317441698e-14"
"AF116649","6.45102629746762e-16","5.79435566024619e-16"
"AF116651","5.69397955215223e-11","4.83372905885007e-11"
"AF116661","4.59204004747496e-13","3.14134353716401e-13"
"AF116663","2.89403501275826e-13","1.84000277347168e-13"
"AF116664","1.40939474172912e-21","1.53574337834279e-21"
"AF116665","1.17328070687185e-13","3.87764906141777e-14"
"AF116668","6.28954268000983e-17","8.29350827892807e-17"
"AF116672","7.49608824691332e-15","1.05791930792553e-13"
"AF116673","5.17922099892935e-15","3.25058753293868e-15"
"AF116675","5.19775154426784e-14","3.75047058403224e-14"
"AF116677","5.12965224793089e-13","3.687383096237e-13"
"AF116678","4.73348782170159e-15","1.58902113086836e-14"
"AF116680","6.20768489550036e-12","2.93167674025609e-11"
"AF116688","7.15144760360345e-16","5.76466736159128e-16"
"AF116691","2.92772934162367e-16","3.44059109165959e-16"
"AF116704","1.41100407704225e-19","4.45319296313932e-19"
"AF116706","3.76612765872718e-14","6.47006961900415e-14"
"AF116714","3.16282861192903e-13","3.52444433568719e-13"
"AF116718","2.33401186303055e-21","1.71266618653432e-21"
"AF116723","1.95088525089974e-18","1.67256225502296e-18"
"AF116725","9.50456088836556e-18","1.19436246734138e-17"
"AF116728","7.026285822332e-17","7.95530005707915e-17"
"AF117229","3.11481389175279e-16","3.85134696069903e-16"
"AF117233","1.70075428734796e-20","1.30901317610475e-20"
"AF118062","9.62381279673322e-15","1.22878624495322e-14"
"AF118066","2.10041663780207e-13","1.09304579932831e-13"
"AF118069","3.0778017659635e-10","4.99474390343657e-10"
"AF118070","1.24773111374897e-18","1.05580140153884e-18"
"AF118072","7.33433351434137e-15","6.523121147654e-15"
"AF118078","9.46719576010497e-18","4.59915892644134e-18"
"AF118080","8.06492954080021e-15","1.36929059526859e-14"
"AF118084","7.44807341063549e-14","3.11490774271237e-14"
"AF118090","7.07264217910024e-26","6.8589973495863e-26"
"AF118886","3.7295744822378e-15","4.69064468239045e-15"
"AF119569","2.15285826605672e-13","1.38354444168693e-13"
"AF119833","1.50869864506577e-14","1.40333302287053e-14"
"AF119842","1.16815743376218e-14","1.35452004717907e-14"
"AF119844","1.02168833600852e-11","2.0876167536601e-11"
"AF119849","3.82376985981927e-16","3.47537609061546e-16"
"AF119850","4.1148437033431e-25","5.2291923965237e-25"
"AF119858","1.0331265190935e-14","2.97247357280736e-14"
"AF119861","2.9770117582491e-15","2.44651461928469e-15"
"AF119862","2.23263576229044e-14","3.45951528058088e-14"
"AF119871","4.01624489475361e-16","7.15643359414033e-16"
"AF119881","3.94678388171001e-15","4.95912285847226e-15"
"AF119885","8.89900061423563e-10","1.03741381963575e-10"
"AF119886","2.02482140151876e-12","1.20801092956659e-12"
"AF119887","1.69021562132424e-13","2.23050743484919e-13"
"AF119888","6.83268692405724e-16","6.52823228785278e-16"
"AF119889","1.3771635869892e-14","1.77352236466459e-14"
"AF119890","5.64486355536466e-26","5.68669697965643e-26"
"AF119900","7.61059568261139e-19","4.48066979531009e-19"
"AF119902","4.68733359340545e-19","5.59176436119071e-19"
"AF119903","7.2453845782591e-11","3.54320596575383e-12"
"AF119906","5.94779878164486e-16","1.01382983683571e-15"
"AF119910","2.06131216694867e-14","2.26630934321115e-14"
"AF119912","7.3903231124051e-17","4.30804557805003e-17"
"AF120323","1.13347996150236e-16","7.52699981119798e-17"
"AF123538","2.5308408021047e-17","2.99910462850057e-17"
"AF123764","1.21315163647733e-16","1.84683876907814e-16"
"AF124438","3.69185431228861e-11","1.8632372165838e-11"
"AF125045","4.66873319631322e-15","2.97867839776185e-15"
"AF125534","2.66209092447398e-17","4.43373665497678e-17"
"AF126470","3.4628009781383e-15","3.70398261945473e-15"
"AF128524","1.57540379979994e-13","7.767350060609e-14"
"AF129166","2.29329787004727e-12","1.85212786274463e-12"
"AF130047","4.60154297708695e-16","7.03685865399259e-16"
"AF130050","1.26546799585816e-15","2.47833874562983e-15"
"AF130053","1.33042179971468e-15","3.22188760053271e-15"
"AF130056","6.49883390353791e-18","2.7398484936278e-18"
